Team,Team Name,League,Year,Games,Wins,Home Runs,RS,RA,OBP,SLG,BA,Playoffs,PlayoffsFinish
PIT,Pittsburgh Pirates,NL,1976,162,92,,708,630,0.321,0.391,0.267,No,
SDP,San Diego Padres,NL,1976,162,73,,570,662,0.31,0.337,0.247,No,
SFG,San Francisco Giants,NL,1976,162,74,,595,686,0.312,0.345,0.246,No,
STL,St. Louis Cardinals,NL,1976,162,72,,629,671,0.323,0.359,0.26,No,
TEX,Texas Rangers,AL,1976,162,76,,616,652,0.321,0.341,0.25,No,
ATL,Atlanta Braves,NL,1975,161,67,,583,739,0.313,0.346,0.244,No,
BAL,Baltimore Orioles,AL,1975,159,90,,682,553,0.326,0.373,0.252,No,
BOS,Boston Red Sox,AL,1975,160,95,,796,709,0.344,0.417,0.275,Yes,2.0
CAL,California Angels,AL,1975,161,72,,628,723,0.322,0.328,0.246,No,
CHC,Chicago Cubs,NL,1975,162,75,,712,827,0.338,0.368,0.259,No,
CHW,Chicago White Sox,AL,1975,161,75,,655,703,0.331,0.358,0.255,No,
CIN,Cincinnati Reds,NL,1975,162,108,,840,586,0.353,0.401,0.271,Yes,1.0
CLE,Cleveland Indians,AL,1975,159,79,,688,703,0.327,0.392,0.261,No,
DET,Detroit Tigers,AL,1975,159,57,,570,786,0.301,0.366,0.249,No,
HOU,Houston Astros,NL,1975,162,64,,664,711,0.32,0.359,0.254,No,
KCR,Kansas City Royals,AL,1975,162,91,,710,649,0.333,0.394,0.261,No,
LAD,Los Angeles Dodgers,NL,1975,162,88,,648,534,0.325,0.365,0.248,No,
MIL,Milwaukee Brewers,AL,1975,162,68,,675,792,0.32,0.389,0.25,No,
MIN,Minnesota Twins,AL,1975,159,76,,724,736,0.341,0.386,0.271,No,
MON,Montreal Expos,NL,1975,162,75,,601,690,0.317,0.348,0.244,No,
NYM,New York Mets,NL,1975,162,82,,646,625,0.319,0.361,0.256,No,
NYY,New York Yankees,AL,1975,160,83,,681,588,0.325,0.382,0.264,No,
OAK,Oakland Athletics,AL,1975,162,98,,758,606,0.333,0.391,0.254,Yes,3.0
PHI,Philadelphia Phillies,NL,1975,162,86,,735,694,0.342,0.402,0.269,No,
PIT,Pittsburgh Pirates,NL,1975,161,92,,712,565,0.323,0.402,0.263,Yes,3.0
SDP,San Diego Padres,NL,1975,162,71,,552,683,0.31,0.335,0.244,No,
SFG,San Francisco Giants,NL,1975,161,80,,659,671,0.333,0.365,0.259,No,
STL,St. Louis Cardinals,NL,1975,163,82,,662,689,0.327,0.375,0.273,No,
TEX,Texas Rangers,AL,1975,162,79,,714,733,0.33,0.371,0.256,No,
ATL,Atlanta Braves,NL,1974,163,88,,661,563,0.319,0.363,0.249,No,
BAL,Baltimore Orioles,AL,1974,162,91,,659,612,0.322,0.37,0.256,Yes,3.0
BOS,Boston Red Sox,AL,1974,162,84,,696,661,0.333,0.377,0.264,No,
CAL,California Angels,AL,1974,163,68,,618,657,0.321,0.356,0.254,No,
CHC,Chicago Cubs,NL,1974,162,66,,669,826,0.327,0.365,0.251,No,
CHW,Chicago White Sox,AL,1974,163,80,,684,721,0.33,0.389,0.268,No,
CIN,Cincinnati Reds,NL,1974,163,98,,776,631,0.343,0.394,0.26,No,
CLE,Cleveland Indians,AL,1974,162,77,,662,694,0.311,0.37,0.255,No,
DET,Detroit Tigers,AL,1974,162,72,,620,768,0.303,0.366,0.247,No,
HOU,Houston Astros,NL,1974,162,81,,653,632,0.322,0.378,0.263,No,
KCR,Kansas City Royals,AL,1974,162,77,,667,662,0.327,0.364,0.259,No,
LAD,Los Angeles Dodgers,NL,1974,162,102,,798,561,0.342,0.401,0.272,Yes,2.0
MIL,Milwaukee Brewers,AL,1974,162,76,,647,660,0.309,0.369,0.244,No,
MIN,Minnesota Twins,AL,1974,163,82,,673,669,0.336,0.378,0.272,No,
MON,Montreal Expos,NL,1974,161,79,,662,657,0.335,0.35,0.254,No,
NYM,New York Mets,NL,1974,162,71,,572,646,0.311,0.329,0.235,No,
NYY,New York Yankees,AL,1974,162,89,,671,623,0.324,0.368,0.263,No,
OAK,Oakland Athletics,AL,1974,162,90,,689,551,0.321,0.373,0.247,Yes,1.0
PHI,Philadelphia Phillies,NL,1974,162,80,,676,701,0.32,0.373,0.261,No,
PIT,Pittsburgh Pirates,NL,1974,162,88,,751,657,0.335,0.391,0.274,Yes,3.0
SDP,San Diego Padres,NL,1974,162,60,,541,830,0.302,0.33,0.229,No,
SFG,San Francisco Giants,NL,1974,162,72,,634,723,0.322,0.358,0.252,No,
STL,St. Louis Cardinals,NL,1974,161,86,,677,643,0.331,0.365,0.265,No,
TEX,Texas Rangers,AL,1974,161,83,,690,698,0.336,0.377,0.272,No,
ATL,Atlanta Braves,NL,1973,162,76,,799,774,0.339,0.427,0.266,No,
BAL,Baltimore Orioles,AL,1973,162,97,,754,561,0.345,0.389,0.266,Yes,3.0
BOS,Boston Red Sox,AL,1973,162,89,,738,647,0.338,0.401,0.267,No,
CAL,California Angels,AL,1973,162,79,,629,657,0.318,0.348,0.253,No,
CHC,Chicago Cubs,NL,1973,161,77,,614,655,0.32,0.357,0.247,No,
CHW,Chicago White Sox,AL,1973,162,77,,652,705,0.324,0.372,0.256,No,
CIN,Cincinnati Reds,NL,1973,162,99,,741,621,0.332,0.383,0.254,Yes,3.0
CLE,Cleveland Indians,AL,1973,162,71,,680,826,0.315,0.387,0.256,No,
DET,Detroit Tigers,AL,1973,162,85,,642,674,0.32,0.39,0.254,No,
HOU,Houston Astros,NL,1973,162,82,,681,672,0.312,0.376,0.251,No,
KCR,Kansas City Royals,AL,1973,162,88,,755,752,0.339,0.381,0.261,No,
LAD,Los Angeles Dodgers,NL,1973,162,95,,675,565,0.323,0.371,0.263,No,
MIL,Milwaukee Brewers,AL,1973,162,74,,708,731,0.325,0.388,0.253,No,
MIN,Minnesota Twins,AL,1973,162,81,,738,692,0.342,0.393,0.27,No,
MON,Montreal Expos,NL,1973,162,79,,668,702,0.34,0.364,0.251,No,
NYM,New York Mets,NL,1973,161,82,,608,588,0.315,0.338,0.246,Yes,2.0
NYY,New York Yankees,AL,1973,162,80,,641,610,0.322,0.378,0.261,No,
OAK,Oakland Athletics,AL,1973,162,94,,758,615,0.333,0.389,0.26,Yes,1.0
PHI,Philadelphia Phillies,NL,1973,162,71,,642,717,0.31,0.371,0.249,No,
PIT,Pittsburgh Pirates,NL,1973,162,80,,704,693,0.315,0.405,0.261,No,
SDP,San Diego Padres,NL,1973,162,60,,548,770,0.296,0.351,0.244,No,
SFG,San Francisco Giants,NL,1973,162,88,,739,702,0.335,0.407,0.262,No,
STL,St. Louis Cardinals,NL,1973,162,81,,643,603,0.325,0.357,0.259,No,
TEX,Texas Rangers,AL,1973,162,57,,619,844,0.318,0.361,0.255,No,
ATL,Atlanta Braves,NL,1971,162,82,,643,699,0.312,0.385,0.257,No,
BAL,Baltimore Orioles,AL,1971,158,101,,742,530,0.347,0.398,0.261,Yes,2.0
BOS,Boston Red Sox,AL,1971,162,85,,691,667,0.322,0.397,0.252,No,
CAL,California Angels,AL,1971,162,76,,511,576,0.29,0.329,0.231,No,
CHC,Chicago Cubs,NL,1971,162,83,,637,648,0.325,0.378,0.258,No,
CHW,Chicago White Sox,AL,1971,162,79,,617,597,0.325,0.373,0.25,No,
CIN,Cincinnati Reds,NL,1971,162,79,,586,581,0.3,0.366,0.241,No,
CLE,Cleveland Indians,AL,1971,162,60,,543,747,0.3,0.342,0.238,No,
DET,Detroit Tigers,AL,1971,162,91,,701,645,0.325,0.405,0.254,No,
HOU,Houston Astros,NL,1971,162,79,,585,567,0.302,0.34,0.24,No,
KCR,Kansas City Royals,AL,1971,161,85,,603,566,0.313,0.353,0.25,No,
LAD,Los Angeles Dodgers,NL,1971,162,89,,663,587,0.325,0.37,0.266,No,
MIL,Milwaukee Brewers,AL,1971,161,69,,534,609,0.304,0.329,0.229,No,
MIN,Minnesota Twins,AL,1971,160,74,,654,670,0.323,0.372,0.26,No,
MON,Montreal Expos,NL,1971,162,71,,622,729,0.322,0.343,0.246,No,
NYM,New York Mets,NL,1971,162,83,,588,550,0.319,0.351,0.249,No,
NYY,New York Yankees,AL,1971,162,81,,648,641,0.328,0.36,0.254,No,
OAK,Oakland Athletics,AL,1971,161,101,,691,564,0.321,0.384,0.252,Yes,3.0
PHI,Philadelphia Phillies,NL,1971,162,67,,558,688,0.298,0.35,0.233,No,
PIT,Pittsburgh Pirates,NL,1971,162,97,,788,599,0.33,0.416,0.274,Yes,1.0
SDP,San Diego Padres,NL,1971,161,61,,486,610,0.293,0.332,0.233,No,
SFG,San Francisco Giants,NL,1971,162,90,,706,644,0.329,0.378,0.247,Yes,3.0
STL,St. Louis Cardinals,NL,1971,163,90,,739,699,0.338,0.385,0.275,No,
WSA,Washington Senators,AL,1971,159,63,,537,660,0.307,0.326,0.23,No,
ATL,Atlanta Braves,NL,1970,162,76,,736,772,0.334,0.404,0.27,No,
BAL,Baltimore Orioles,AL,1970,162,108,,792,574,0.344,0.401,0.257,Yes,1.0
BOS,Boston Red Sox,AL,1970,162,87,,786,722,0.335,0.428,0.262,No,
CAL,California Angels,AL,1970,162,86,,631,630,0.309,0.363,0.251,No,
CHC,Chicago Cubs,NL,1970,162,84,,806,679,0.333,0.415,0.259,No,
CHW,Chicago White Sox,AL,1970,162,56,,633,822,0.315,0.362,0.253,No,
CIN,Cincinnati Reds,NL,1970,162,102,,775,681,0.336,0.436,0.27,Yes,2.0
CLE,Cleveland Indians,AL,1970,162,76,,649,675,0.314,0.394,0.249,No,
DET,Detroit Tigers,AL,1970,162,79,,666,731,0.322,0.374,0.238,No,
HOU,Houston Astros,NL,1970,162,79,,744,763,0.332,0.391,0.259,No,
KCR,Kansas City Royals,AL,1970,162,65,,611,705,0.309,0.348,0.244,No,
LAD,Los Angeles Dodgers,NL,1970,161,87,,749,684,0.334,0.382,0.27,No,
MIL,Milwaukee Brewers,AL,1970,163,65,,613,751,0.319,0.358,0.242,No,
MIN,Minnesota Twins,AL,1970,162,98,,744,605,0.327,0.403,0.262,Yes,3.0
MON,Montreal Expos,NL,1970,162,73,,687,807,0.323,0.365,0.237,No,
NYM,New York Mets,NL,1970,162,83,,695,630,0.333,0.37,0.249,No,
NYY,New York Yankees,AL,1970,163,93,,680,612,0.324,0.365,0.251,No,
OAK,Oakland Athletics,AL,1970,162,89,,678,593,0.325,0.392,0.249,No,
PHI,Philadelphia Phillies,NL,1970,161,73,,594,730,0.305,0.356,0.238,No,
PIT,Pittsburgh Pirates,NL,1970,162,89,,729,664,0.325,0.406,0.27,Yes,3.0
SDP,San Diego Padres,NL,1970,162,63,,681,788,0.312,0.391,0.246,No,
SFG,San Francisco Giants,NL,1970,162,86,,831,826,0.351,0.409,0.262,No,
STL,St. Louis Cardinals,NL,1970,162,76,,744,747,0.331,0.379,0.263,No,
WSA,Washington Senators,AL,1970,162,70,,626,689,0.321,0.358,0.238,No,
ATL,Atlanta Braves,NL,1969,162,93,,691,631,0.321,0.38,0.258,Yes,3.0
BAL,Baltimore Orioles,AL,1969,162,109,,779,517,0.343,0.414,0.265,Yes,2.0
BOS,Boston Red Sox,AL,1969,162,87,,743,736,0.333,0.415,0.251,No,
CAL,California Angels,AL,1969,163,71,,528,652,0.3,0.319,0.23,No,
CHC,Chicago Cubs,NL,1969,163,92,,720,611,0.323,0.384,0.253,No,
CHW,Chicago White Sox,AL,1969,162,68,,625,723,0.32,0.357,0.247,No,
CIN,Cincinnati Reds,NL,1969,163,89,,798,768,0.335,0.422,0.277,No,
CLE,Cleveland Indians,AL,1969,161,62,,573,717,0.307,0.345,0.237,No,
DET,Detroit Tigers,AL,1969,162,90,,701,601,0.316,0.387,0.242,No,
HOU,Houston Astros,NL,1969,162,81,,676,668,0.33,0.352,0.24,No,
KCR,Kansas City Royals,AL,1969,163,69,,586,688,0.309,0.338,0.24,No,
LAD,Los Angeles Dodgers,NL,1969,162,85,,645,561,0.315,0.359,0.254,No,
MIN,Minnesota Twins,AL,1969,162,97,,790,618,0.34,0.408,0.268,Yes,3.0
MON,Montreal Expos,NL,1969,162,52,,582,791,0.31,0.359,0.24,No,
NYM,New York Mets,NL,1969,162,100,,632,541,0.311,0.351,0.242,Yes,1.0
NYY,New York Yankees,AL,1969,162,80,,562,587,0.308,0.344,0.235,No,
OAK,Oakland Athletics,AL,1969,162,88,,740,678,0.329,0.376,0.249,No,
PHI,Philadelphia Phillies,NL,1969,162,63,,645,745,0.312,0.372,0.241,No,
PIT,Pittsburgh Pirates,NL,1969,162,88,,725,652,0.334,0.398,0.277,No,
SDP,San Diego Padres,NL,1969,162,52,,468,746,0.285,0.329,0.225,No,
SEP,Seattle Pilots,AL,1969,163,64,,639,799,0.316,0.346,0.234,No,
SFG,San Francisco Giants,NL,1969,162,90,,713,636,0.334,0.361,0.242,No,
STL,St. Louis Cardinals,NL,1969,162,87,,595,540,0.316,0.359,0.253,No,
WSA,Washington Senators,AL,1969,162,86,,694,644,0.33,0.378,0.251,No,
ATL,Atlanta Braves,NL,1968,163,81,,514,549,0.307,0.339,0.252,No,
BAL,Baltimore Orioles,AL,1968,162,91,,579,497,0.304,0.352,0.225,No,
BOS,Boston Red Sox,AL,1968,162,86,,614,611,0.313,0.352,0.236,No,
CAL,California Angels,AL,1968,162,67,,498,615,0.291,0.318,0.227,No,
CHC,Chicago Cubs,NL,1968,163,84,,612,611,0.298,0.366,0.242,No,
CHW,Chicago White Sox,AL,1968,162,67,,463,527,0.284,0.311,0.228,No,
CIN,Cincinnati Reds,NL,1968,163,83,,690,673,0.32,0.389,0.273,No,
CLE,Cleveland Indians,AL,1968,162,86,,516,504,0.293,0.327,0.234,No,
DET,Detroit Tigers,AL,1968,164,103,,671,492,0.307,0.385,0.235,Yes,1.0
HOU,Houston Astros,NL,1968,162,72,,510,588,0.298,0.317,0.231,No,
LAD,Los Angeles Dodgers,NL,1968,162,76,,470,509,0.289,0.319,0.23,No,
MIN,Minnesota Twins,AL,1968,162,79,,562,546,0.299,0.35,0.237,No,
NYM,New York Mets,NL,1968,163,73,,473,499,0.281,0.315,0.228,No,
NYY,New York Yankees,AL,1968,164,83,,536,531,0.292,0.318,0.214,No,
OAK,Oakland Athletics,AL,1968,163,82,,569,544,0.304,0.343,0.24,No,
PHI,Philadelphia Phillies,NL,1968,162,76,,543,615,0.294,0.333,0.233,No,
PIT,Pittsburgh Pirates,NL,1968,163,80,,583,532,0.306,0.343,0.252,No,
SFG,San Francisco Giants,NL,1968,163,88,,599,529,0.307,0.341,0.239,No,
STL,St. Louis Cardinals,NL,1968,162,97,,583,472,0.298,0.346,0.249,Yes,2.0
WSA,Washington Senators,AL,1968,161,65,,524,665,0.287,0.336,0.224,No,
ATL,Atlanta Braves,NL,1967,162,77,,631,640,0.307,0.372,0.24,No,
BAL,Baltimore Orioles,AL,1967,161,76,,654,592,0.31,0.372,0.24,No,
BOS,Boston Red Sox,AL,1967,162,92,,722,614,0.321,0.395,0.255,Yes,2.0
CAL,California Angels,AL,1967,161,84,,567,587,0.301,0.349,0.238,No,
CHC,Chicago Cubs,NL,1967,162,87,,702,624,0.316,0.378,0.251,No,
CHW,Chicago White Sox,AL,1967,162,89,,531,491,0.291,0.32,0.225,No,
CIN,Cincinnati Reds,NL,1967,162,87,,604,563,0.297,0.372,0.248,No,
CLE,Cleveland Indians,AL,1967,162,75,,559,613,0.293,0.359,0.235,No,
DET,Detroit Tigers,AL,1967,163,91,,683,587,0.325,0.376,0.243,No,
HOU,Houston Astros,NL,1967,162,69,,626,742,0.317,0.364,0.249,No,
KCA,Kansas City Athletics,AL,1967,161,62,,533,660,0.296,0.33,0.233,No,
LAD,Los Angeles Dodgers,NL,1967,162,73,,519,595,0.301,0.332,0.236,No,
MIN,Minnesota Twins,AL,1967,164,91,,671,590,0.309,0.369,0.24,No,
NYM,New York Mets,NL,1967,162,61,,498,672,0.288,0.325,0.238,No,
NYY,New York Yankees,AL,1967,163,72,,522,621,0.296,0.317,0.225,No,
PHI,Philadelphia Phillies,NL,1967,162,82,,612,581,0.313,0.357,0.242,No,
PIT,Pittsburgh Pirates,NL,1967,163,81,,679,693,0.324,0.38,0.277,No,
SFG,San Francisco Giants,NL,1967,162,91,,652,551,0.313,0.372,0.245,No,
STL,St. Louis Cardinals,NL,1967,161,101,,695,557,0.32,0.379,0.263,Yes,1.0
WSA,Washington Senators,AL,1967,161,76,,550,637,0.288,0.326,0.223,No,
ATL,Atlanta Braves,NL,1966,163,85,,782,683,0.326,0.424,0.263,No,
BAL,Baltimore Orioles,AL,1966,160,97,,755,601,0.324,0.409,0.258,Yes,1.0
BOS,Boston Red Sox,AL,1966,162,72,,655,731,0.31,0.376,0.24,No,
CAL,California Angels,AL,1966,162,80,,604,643,0.303,0.354,0.232,No,
CHC,Chicago Cubs,NL,1966,162,59,,644,809,0.313,0.38,0.254,No,
CHW,Chicago White Sox,AL,1966,163,83,,574,517,0.297,0.331,0.231,No,
CIN,Cincinnati Reds,NL,1966,160,76,,692,702,0.309,0.395,0.26,No,
CLE,Cleveland Indians,AL,1966,162,81,,574,586,0.297,0.36,0.237,No,
DET,Detroit Tigers,AL,1966,162,88,,719,698,0.321,0.406,0.251,No,
HOU,Houston Astros,NL,1966,163,72,,612,695,0.318,0.365,0.255,No,
KCA,Kansas City Athletics,AL,1966,160,74,,564,648,0.294,0.337,0.236,No,
LAD,Los Angeles Dodgers,NL,1966,162,95,,606,490,0.314,0.362,0.256,Yes,2.0
MIN,Minnesota Twins,AL,1966,162,89,,663,581,0.316,0.382,0.249,No,
NYM,New York Mets,NL,1966,161,66,,587,761,0.301,0.342,0.239,No,
NYY,New York Yankees,AL,1966,160,70,,611,612,0.299,0.374,0.235,No,
PHI,Philadelphia Phillies,NL,1966,162,87,,696,640,0.322,0.378,0.258,No,
PIT,Pittsburgh Pirates,NL,1966,162,92,,759,641,0.329,0.428,0.279,No,
SFG,San Francisco Giants,NL,1966,161,93,,675,626,0.303,0.392,0.248,No,
STL,St. Louis Cardinals,NL,1966,162,83,,571,577,0.298,0.368,0.251,No,
WSA,Washington Senators,AL,1966,159,71,,557,659,0.295,0.355,0.234,No,
BAL,Baltimore Orioles,AL,1965,162,94,,641,578,0.307,0.363,0.238,No,
BOS,Boston Red Sox,AL,1965,162,62,,669,791,0.327,0.4,0.251,No,
CAL,California Angels,AL,1965,162,75,,527,569,0.297,0.341,0.239,No,
CHC,Chicago Cubs,NL,1965,164,72,,635,723,0.307,0.358,0.238,No,
CHW,Chicago White Sox,AL,1965,162,95,,647,555,0.315,0.364,0.246,No,
CIN,Cincinnati Reds,NL,1965,162,89,,825,704,0.339,0.439,0.273,No,
CLE,Cleveland Indians,AL,1965,162,87,,663,613,0.315,0.379,0.25,No,
DET,Detroit Tigers,AL,1965,162,89,,680,602,0.312,0.374,0.238,No,
HOU,Houston Astros,NL,1965,162,65,,569,711,0.305,0.34,0.237,No,
KCA,Kansas City Athletics,AL,1965,162,59,,585,755,0.309,0.358,0.24,No,
LAD,Los Angeles Dodgers,NL,1965,162,97,,608,521,0.312,0.335,0.245,Yes,1.0
MIN,Minnesota Twins,AL,1965,162,102,,774,600,0.324,0.399,0.254,Yes,2.0
MLN,Milwaukee Braves,NL,1965,162,86,,708,633,0.31,0.416,0.256,No,
NYM,New York Mets,NL,1965,164,50,,495,752,0.277,0.327,0.221,No,
NYY,New York Yankees,AL,1965,162,77,,611,604,0.299,0.364,0.235,No,
PHI,Philadelphia Phillies,NL,1965,162,85,,654,667,0.313,0.384,0.25,No,
PIT,Pittsburgh Pirates,NL,1965,163,90,,675,580,0.317,0.382,0.265,No,
SFG,San Francisco Giants,NL,1965,163,95,,682,593,0.313,0.385,0.252,No,
STL,St. Louis Cardinals,NL,1965,162,80,,707,674,0.314,0.371,0.254,No,
WSA,Washington Senators,AL,1965,162,70,,591,721,0.304,0.35,0.228,No,
BAL,Baltimore Orioles,AL,1964,163,97,,679,567,0.316,0.387,0.248,No,
BOS,Boston Red Sox,AL,1964,162,72,,688,793,0.322,0.416,0.258,No,
CHC,Chicago Cubs,NL,1964,162,76,,649,724,0.314,0.39,0.251,No,
CHW,Chicago White Sox,AL,1964,162,98,,642,501,0.32,0.353,0.247,No,
CIN,Cincinnati Reds,NL,1964,163,92,,660,566,0.308,0.372,0.249,No,
CLE,Cleveland Indians,AL,1964,164,79,,689,693,0.312,0.38,0.247,No,
DET,Detroit Tigers,AL,1964,163,85,,699,678,0.319,0.395,0.253,No,
HOU,Houston Astros,NL,1964,162,66,,495,628,0.285,0.315,0.229,No,
KCA,Kansas City Athletics,AL,1964,163,57,,621,836,0.311,0.379,0.239,No,
LAA,Los Angeles Angels,AL,1964,162,82,,544,551,0.304,0.344,0.242,No,
LAD,Los Angeles Dodgers,NL,1964,164,80,,614,572,0.305,0.34,0.25,No,
MIN,Minnesota Twins,AL,1964,163,79,,737,678,0.322,0.427,0.252,No,
MLN,Milwaukee Braves,NL,1964,162,88,,803,744,0.333,0.418,0.272,No,
NYM,New York Mets,NL,1964,163,53,,569,776,0.296,0.348,0.246,No,
NYY,New York Yankees,AL,1964,164,99,,730,577,0.317,0.387,0.253,Yes,2.0
PHI,Philadelphia Phillies,NL,1964,162,92,,693,632,0.315,0.391,0.258,No,
PIT,Pittsburgh Pirates,NL,1964,162,80,,663,636,0.315,0.389,0.264,No,
SFG,San Francisco Giants,NL,1964,162,90,,656,587,0.31,0.382,0.246,No,
STL,St. Louis Cardinals,NL,1964,162,93,,715,652,0.324,0.392,0.272,Yes,1.0
WSA,Washington Senators,AL,1964,162,62,,578,733,0.299,0.348,0.231,No,
BAL,Baltimore Orioles,AL,1963,162,86,,644,621,0.31,0.38,0.249,No,
BOS,Boston Red Sox,AL,1963,161,76,,666,704,0.312,0.4,0.252,No,
CHC,Chicago Cubs,NL,1963,162,82,,570,578,0.297,0.363,0.238,No,
CHW,Chicago White Sox,AL,1963,162,94,,683,544,0.323,0.365,0.25,No,
CIN,Cincinnati Reds,NL,1963,162,86,,648,594,0.31,0.371,0.246,No,
CLE,Cleveland Indians,AL,1963,162,79,,635,702,0.301,0.381,0.239,No,
DET,Detroit Tigers,AL,1963,162,79,,700,703,0.327,0.382,0.252,No,
HOU,Houston Astros,NL,1963,162,66,,464,640,0.283,0.301,0.22,No,
KCA,Kansas City Athletics,AL,1963,162,73,,615,704,0.313,0.353,0.247,No,
LAA,Los Angeles Angels,AL,1963,161,70,,597,660,0.309,0.354,0.25,No,
LAD,Los Angeles Dodgers,NL,1963,163,99,,640,550,0.309,0.357,0.251,Yes,1.0
MIN,Minnesota Twins,AL,1963,161,91,,767,602,0.325,0.43,0.255,No,
MLN,Milwaukee Braves,NL,1963,163,84,,677,603,0.312,0.37,0.244,No,
NYM,New York Mets,NL,1963,162,51,,501,774,0.285,0.315,0.219,No,
NYY,New York Yankees,AL,1963,161,104,,714,547,0.309,0.403,0.252,Yes,2.0
PHI,Philadelphia Phillies,NL,1963,162,87,,642,578,0.306,0.381,0.252,No,
PIT,Pittsburgh Pirates,NL,1963,162,74,,567,595,0.309,0.359,0.25,No,
SFG,San Francisco Giants,NL,1963,162,88,,725,641,0.316,0.414,0.258,No,
STL,St. Louis Cardinals,NL,1963,162,93,,747,628,0.326,0.403,0.271,No,
WSA,Washington Senators,AL,1963,162,56,,578,812,0.293,0.351,0.227,No,
BAL,Baltimore Orioles,AL,1962,162,77,,652,680,0.314,0.387,0.248,No,
BOS,Boston Red Sox,AL,1962,160,76,,707,756,0.324,0.403,0.258,No,
CHC,Chicago Cubs,NL,1962,162,59,,632,827,0.317,0.377,0.253,No,
CHW,Chicago White Sox,AL,1962,162,85,,707,658,0.334,0.372,0.257,No,
CIN,Cincinnati Reds,NL,1962,162,98,,802,685,0.332,0.417,0.27,No,
CLE,Cleveland Indians,AL,1962,162,80,,682,745,0.312,0.388,0.245,No,
DET,Detroit Tigers,AL,1962,161,85,,758,692,0.33,0.411,0.248,No,
HOU,Houston Astros,NL,1962,162,64,,592,717,0.31,0.351,0.246,No,
KCA,Kansas City Athletics,AL,1962,162,72,,745,837,0.332,0.386,0.263,No,
LAA,Los Angeles Angels,AL,1962,162,86,,718,706,0.325,0.38,0.25,No,
LAD,Los Angeles Dodgers,NL,1962,165,102,,842,697,0.337,0.4,0.268,No,
MIN,Minnesota Twins,AL,1962,163,91,,798,713,0.338,0.412,0.26,No,
MLN,Milwaukee Braves,NL,1962,162,86,,730,665,0.326,0.403,0.252,No,
NYM,New York Mets,NL,1962,161,40,,617,948,0.318,0.361,0.24,No,
NYY,New York Yankees,AL,1962,162,96,,817,680,0.337,0.426,0.267,Yes,1.0
PHI,Philadelphia Phillies,NL,1962,161,81,,705,759,0.33,0.39,0.26,No,
PIT,Pittsburgh Pirates,NL,1962,161,93,,706,626,0.321,0.394,0.268,No,
SFG,San Francisco Giants,NL,1962,165,103,,878,690,0.341,0.441,0.278,Yes,2.0
STL,St. Louis Cardinals,NL,1962,163,84,,774,664,0.335,0.394,0.271,No,
WSA,Washington Senators,AL,1962,162,60,,599,716,0.308,0.373,0.25,No,
