Team,Team Name,League,Year,Games,Wins,Home Runs,RS,RA,OBP,SLG,BA,Playoffs,PlayoffsFinish,Total Home Attendance,Attendance Bin
TEX,Texas Rangers,AL,1985,161,62,129,617,785,0.322,0.381,0.253,No,,1112461,<1.5M
TOR,Toronto Blue Jays,AL,1985,161,99,158,759,588,0.331,0.425,0.269,Yes,3.0,2468925,2M–2.5M
ATL,Atlanta Braves,NL,1984,162,80,111,632,655,0.317,0.361,0.247,No,,1724891,1.5M–2M
BAL,Baltimore Orioles,AL,1984,162,85,160,681,667,0.328,0.391,0.252,No,,2037206,2M–2.5M
BOS,Boston Red Sox,AL,1984,162,86,181,810,764,0.341,0.441,0.283,No,,1660551,1.5M–2M
CAL,California Angels,AL,1984,162,81,150,696,697,0.319,0.381,0.249,No,,2402997,2M–2.5M
CHC,Chicago Cubs,NL,1984,161,96,136,762,658,0.331,0.397,0.26,Yes,3.0,2108055,2M–2.5M
CHW,Chicago White Sox,AL,1984,162,74,172,679,736,0.314,0.395,0.247,No,,2135827,2M–2.5M
CIN,Cincinnati Reds,NL,1984,162,70,106,627,747,0.313,0.356,0.244,No,,1270073,<1.5M
CLE,Cleveland Indians,AL,1984,163,75,123,761,766,0.335,0.384,0.265,No,,731378,<1.5M
DET,Detroit Tigers,AL,1984,162,104,187,829,643,0.342,0.432,0.271,Yes,1.0,2704794,2.5M–3M
HOU,Houston Astros,NL,1984,162,80,79,693,630,0.323,0.371,0.264,No,,1230579,<1.5M
KCR,Kansas City Royals,AL,1984,162,84,117,673,686,0.317,0.399,0.268,Yes,3.0,1810018,1.5M–2M
LAD,Los Angeles Dodgers,NL,1984,162,79,102,580,600,0.306,0.348,0.244,No,,3134824,>3M
MIL,Milwaukee Brewers,AL,1984,161,67,96,641,734,0.317,0.37,0.262,No,,1608509,1.5M–2M
MIN,Minnesota Twins,AL,1984,162,81,114,673,675,0.318,0.385,0.265,No,,1598373,1.5M–2M
MON,Montreal Expos,NL,1984,161,78,96,593,585,0.312,0.362,0.251,No,,1623419,1.5M–2M
NYM,New York Mets,NL,1984,162,90,107,652,676,0.32,0.369,0.257,No,,1829481,1.5M–2M
NYY,New York Yankees,AL,1984,162,87,130,758,679,0.339,0.404,0.276,No,,1823496,1.5M–2M
OAK,Oakland Athletics,AL,1984,162,77,158,738,796,0.327,0.404,0.259,No,,1353281,<1.5M
PHI,Philadelphia Phillies,NL,1984,162,81,147,720,690,0.333,0.407,0.266,No,,2062966,2M–2.5M
PIT,Pittsburgh Pirates,NL,1984,162,75,98,615,567,0.31,0.363,0.255,No,,773195,<1.5M
SDP,San Diego Padres,NL,1984,162,92,109,686,634,0.317,0.371,0.259,Yes,2.0,1984953,1.5M–2M
SEA,Seattle Mariners,AL,1984,162,74,129,682,774,0.324,0.384,0.258,No,,869874,<1.5M
SFG,San Francisco Giants,NL,1984,162,66,112,682,807,0.328,0.375,0.265,No,,1001551,<1.5M
STL,St. Louis Cardinals,NL,1984,162,84,75,652,645,0.317,0.351,0.252,No,,2059347,2M–2.5M
TEX,Texas Rangers,AL,1984,161,69,120,656,714,0.313,0.377,0.261,No,,1102430,<1.5M
TOR,Toronto Blue Jays,AL,1984,163,89,143,750,696,0.331,0.421,0.273,No,,2110009,2M–2.5M
ATL,Atlanta Braves,NL,1983,162,88,130,746,640,0.341,0.4,0.272,No,,2116740,2M–2.5M
BAL,Baltimore Orioles,AL,1983,162,98,168,799,652,0.34,0.421,0.269,Yes,1.0,2036397,2M–2.5M
BOS,Boston Red Sox,AL,1983,162,78,142,724,775,0.335,0.409,0.27,No,,1780794,1.5M–2M
CAL,California Angels,AL,1983,162,70,154,722,779,0.322,0.393,0.26,No,,2555376,2.5M–3M
CHC,Chicago Cubs,NL,1983,162,71,140,701,719,0.319,0.401,0.261,No,,1483702,<1.5M
CHW,Chicago White Sox,AL,1983,162,99,157,800,650,0.329,0.413,0.262,Yes,3.0,2132813,2M–2.5M
CIN,Cincinnati Reds,NL,1983,162,74,107,623,710,0.314,0.356,0.239,No,,1192882,<1.5M
CLE,Cleveland Indians,AL,1983,162,70,86,704,785,0.338,0.369,0.265,No,,768937,<1.5M
DET,Detroit Tigers,AL,1983,162,92,156,789,679,0.335,0.427,0.274,No,,1786900,1.5M–2M
HOU,Houston Astros,NL,1983,162,85,97,643,646,0.32,0.375,0.257,No,,1352942,<1.5M
KCR,Kansas City Royals,AL,1983,163,79,109,696,767,0.32,0.397,0.271,No,,1963886,1.5M–2M
LAD,Los Angeles Dodgers,NL,1983,163,91,146,654,609,0.318,0.379,0.25,Yes,3.0,3509313,>3M
MIL,Milwaukee Brewers,AL,1983,162,87,132,764,708,0.333,0.418,0.277,No,,2266725,2M–2.5M
MIN,Minnesota Twins,AL,1983,162,70,141,709,822,0.319,0.401,0.261,No,,868272,<1.5M
MON,Montreal Expos,NL,1983,163,82,102,677,646,0.326,0.386,0.264,No,,2320556,2M–2.5M
NYM,New York Mets,NL,1983,162,68,112,575,680,0.3,0.344,0.241,No,,1099876,<1.5M
NYY,New York Yankees,AL,1983,162,91,153,770,703,0.337,0.416,0.273,No,,2249688,2M–2.5M
OAK,Oakland Athletics,AL,1983,162,74,121,708,782,0.326,0.381,0.262,No,,1294941,<1.5M
PHI,Philadelphia Phillies,NL,1983,163,90,125,696,635,0.329,0.373,0.249,Yes,2.0,2128345,2M–2.5M
PIT,Pittsburgh Pirates,NL,1983,162,84,121,659,648,0.325,0.383,0.264,No,,1227449,<1.5M
SDP,San Diego Padres,NL,1983,163,81,93,653,653,0.311,0.351,0.25,No,,1544736,1.5M–2M
SEA,Seattle Mariners,AL,1983,162,60,111,558,740,0.301,0.36,0.24,No,,808037,<1.5M
SFG,San Francisco Giants,NL,1983,162,79,142,687,697,0.325,0.375,0.247,No,,1256098,<1.5M
STL,St. Louis Cardinals,NL,1983,162,79,83,679,710,0.335,0.384,0.27,No,,2343669,2M–2.5M
TEX,Texas Rangers,AL,1983,163,77,106,639,609,0.31,0.366,0.255,No,,1362314,<1.5M
TOR,Toronto Blue Jays,AL,1983,162,89,167,795,726,0.338,0.436,0.277,No,,1930277,1.5M–2M
ATL,Atlanta Braves,NL,1982,162,89,146,739,702,0.325,0.383,0.256,Yes,3.0,1800376,1.5M–2M
BAL,Baltimore Orioles,AL,1982,163,94,179,774,687,0.341,0.419,0.266,No,,1613685,1.5M–2M
BOS,Boston Red Sox,AL,1982,162,89,136,753,713,0.34,0.407,0.274,No,,1954038,1.5M–2M
CAL,California Angels,AL,1982,162,93,186,814,670,0.347,0.433,0.274,Yes,3.0,2807360,2.5M–3M
CHC,Chicago Cubs,NL,1982,162,73,102,676,709,0.317,0.375,0.26,No,,1250410,<1.5M
CHW,Chicago White Sox,AL,1982,162,87,136,786,710,0.337,0.413,0.273,No,,1567787,1.5M–2M
CIN,Cincinnati Reds,NL,1982,162,61,82,545,661,0.31,0.35,0.251,No,,1340706,<1.5M
CLE,Cleveland Indians,AL,1982,162,78,109,683,748,0.341,0.373,0.262,No,,1044041,<1.5M
DET,Detroit Tigers,AL,1982,162,83,177,729,685,0.324,0.418,0.266,No,,1636058,1.5M–2M
HOU,Houston Astros,NL,1982,162,77,74,569,620,0.302,0.349,0.247,No,,1560396,1.5M–2M
KCR,Kansas City Royals,AL,1982,162,90,132,784,717,0.337,0.428,0.285,No,,2279464,2M–2.5M
LAD,Los Angeles Dodgers,NL,1982,162,88,138,691,612,0.327,0.388,0.264,No,,3608881,>3M
MIL,Milwaukee Brewers,AL,1982,163,95,216,891,717,0.335,0.455,0.279,Yes,2.0,1978815,1.5M–2M
MIN,Minnesota Twins,AL,1982,162,60,148,657,819,0.316,0.396,0.257,No,,921186,<1.5M
MON,Montreal Expos,NL,1982,162,86,133,697,616,0.325,0.396,0.262,No,,2319792,2M–2.5M
NYM,New York Mets,NL,1982,162,65,97,609,723,0.305,0.35,0.247,No,,1320469,<1.5M
NYY,New York Yankees,AL,1982,162,79,161,709,716,0.328,0.398,0.256,No,,2041219,2M–2.5M
OAK,Oakland Athletics,AL,1982,162,68,149,691,819,0.309,0.367,0.236,No,,1738658,1.5M–2M
PHI,Philadelphia Phillies,NL,1982,162,89,112,664,654,0.323,0.376,0.26,No,,2374711,2M–2.5M
PIT,Pittsburgh Pirates,NL,1982,162,84,134,724,696,0.327,0.408,0.273,No,,1026477,<1.5M
SDP,San Diego Padres,NL,1982,162,81,81,675,658,0.311,0.359,0.257,No,,1617391,1.5M–2M
SEA,Seattle Mariners,AL,1982,162,76,130,651,712,0.311,0.381,0.254,No,,1070387,<1.5M
SFG,San Francisco Giants,NL,1982,162,87,133,673,687,0.327,0.376,0.253,No,,1228846,<1.5M
STL,St. Louis Cardinals,NL,1982,162,92,67,685,609,0.334,0.364,0.264,Yes,1.0,2111922,2M–2.5M
TEX,Texas Rangers,AL,1982,162,64,115,590,749,0.308,0.359,0.249,No,,1154432,<1.5M
TOR,Toronto Blue Jays,AL,1982,162,78,106,651,701,0.314,0.383,0.262,No,,1275908,<1.5M
ATL,Atlanta Braves,NL,1980,161,81,144,630,660,0.307,0.38,0.25,No,,1048352,<1.5M
BAL,Baltimore Orioles,AL,1980,162,100,156,805,640,0.342,0.413,0.273,No,,1805020,1.5M–2M
BOS,Boston Red Sox,AL,1980,160,83,162,757,767,0.34,0.436,0.283,No,,1956110,1.5M–2M
CAL,California Angels,AL,1980,160,65,106,698,797,0.332,0.378,0.265,No,,2297327,2M–2.5M
CHC,Chicago Cubs,NL,1980,162,64,107,614,728,0.309,0.365,0.251,No,,1204582,<1.5M
CHW,Chicago White Sox,AL,1980,162,70,91,587,722,0.311,0.37,0.259,No,,1212873,<1.5M
CIN,Cincinnati Reds,NL,1980,163,89,113,707,670,0.327,0.386,0.262,No,,2031596,2M–2.5M
CLE,Cleveland Indians,AL,1980,160,79,89,738,807,0.35,0.381,0.277,No,,1036352,<1.5M
DET,Detroit Tigers,AL,1980,163,84,143,830,757,0.348,0.409,0.273,No,,1785360,1.5M–2M
HOU,Houston Astros,NL,1980,163,93,75,637,589,0.326,0.367,0.261,Yes,3.0,2308092,2M–2.5M
KCR,Kansas City Royals,AL,1980,162,97,115,809,694,0.345,0.413,0.286,Yes,2.0,2290056,2M–2.5M
LAD,Los Angeles Dodgers,NL,1980,163,92,148,663,591,0.323,0.388,0.263,No,,3248887,>3M
MIL,Milwaukee Brewers,AL,1980,162,86,203,811,682,0.329,0.448,0.275,No,,1865583,1.5M–2M
MIN,Minnesota Twins,AL,1980,161,77,99,670,724,0.319,0.381,0.265,No,,769206,<1.5M
MON,Montreal Expos,NL,1980,162,90,114,694,629,0.324,0.388,0.257,No,,2185122,2M–2.5M
NYM,New York Mets,NL,1980,162,67,61,611,702,0.319,0.345,0.257,No,,1178738,<1.5M
NYY,New York Yankees,AL,1980,162,103,189,820,662,0.343,0.425,0.267,Yes,3.0,2627417,2.5M–3M
OAK,Oakland Athletics,AL,1980,162,83,137,686,642,0.322,0.385,0.259,No,,842319,<1.5M
PHI,Philadelphia Phillies,NL,1980,162,91,117,728,639,0.327,0.4,0.27,Yes,1.0,2658957,2.5M–3M
PIT,Pittsburgh Pirates,NL,1980,162,83,116,666,646,0.322,0.388,0.266,No,,1641757,1.5M–2M
SDP,San Diego Padres,NL,1980,163,73,67,591,654,0.324,0.342,0.255,No,,1152438,<1.5M
SEA,Seattle Mariners,AL,1980,163,59,104,610,793,0.308,0.356,0.248,No,,837886,<1.5M
SFG,San Francisco Giants,NL,1980,161,75,80,573,634,0.308,0.342,0.244,No,,1098130,<1.5M
STL,St. Louis Cardinals,NL,1980,162,74,101,738,710,0.328,0.4,0.275,No,,1399755,<1.5M
TEX,Texas Rangers,AL,1980,163,76,124,756,752,0.339,0.405,0.284,No,,1198165,<1.5M
TOR,Toronto Blue Jays,AL,1980,162,67,126,624,762,0.309,0.383,0.251,No,,1400327,<1.5M
ATL,Atlanta Braves,NL,1979,160,66,126,669,763,0.318,0.377,0.256,No,,768737,<1.5M
BAL,Baltimore Orioles,AL,1979,159,102,181,757,582,0.336,0.419,0.261,Yes,2.0,1680427,1.5M–2M
BOS,Boston Red Sox,AL,1979,160,91,194,841,711,0.344,0.456,0.283,No,,2353125,2M–2.5M
CAL,California Angels,AL,1979,162,88,164,866,768,0.351,0.429,0.282,Yes,3.0,2523575,2.5M–3M
CHC,Chicago Cubs,NL,1979,162,80,135,706,707,0.329,0.403,0.269,No,,1656343,1.5M–2M
CHW,Chicago White Sox,AL,1979,160,73,127,730,748,0.333,0.41,0.275,No,,1280702,<1.5M
CIN,Cincinnati Reds,NL,1979,161,90,132,731,644,0.338,0.396,0.264,Yes,3.0,2356933,2M–2.5M
CLE,Cleveland Indians,AL,1979,161,81,138,760,805,0.34,0.384,0.258,No,,1011744,<1.5M
DET,Detroit Tigers,AL,1979,161,84,164,770,738,0.339,0.415,0.269,No,,1630939,1.5M–2M
HOU,Houston Astros,NL,1979,162,89,49,583,582,0.315,0.344,0.256,No,,1915449,1.5M–2M
KCR,Kansas City Royals,AL,1979,162,85,116,851,816,0.343,0.422,0.282,No,,2261845,2M–2.5M
LAD,Los Angeles Dodgers,NL,1979,162,79,183,739,717,0.331,0.412,0.263,No,,2860954,2.5M–3M
MIL,Milwaukee Brewers,AL,1979,161,95,185,807,722,0.345,0.448,0.28,No,,1918893,1.5M–2M
MIN,Minnesota Twins,AL,1979,162,82,112,764,725,0.341,0.402,0.278,No,,1070621,<1.5M
MON,Montreal Expos,NL,1979,160,95,143,701,581,0.319,0.408,0.264,No,,2102153,2M–2.5M
NYM,New York Mets,NL,1979,163,63,74,593,706,0.313,0.35,0.25,No,,788764,<1.5M
NYY,New York Yankees,AL,1979,160,89,150,734,672,0.328,0.406,0.266,No,,2543848,2.5M–3M
OAK,Oakland Athletics,AL,1979,162,54,108,573,860,0.302,0.346,0.239,No,,306763,<1.5M
PHI,Philadelphia Phillies,NL,1979,163,84,119,683,718,0.34,0.396,0.266,No,,2774849,2.5M–3M
PIT,Pittsburgh Pirates,NL,1979,163,98,148,775,643,0.33,0.416,0.272,Yes,1.0,1435427,<1.5M
SDP,San Diego Padres,NL,1979,161,68,93,603,681,0.311,0.348,0.242,No,,1457147,<1.5M
SEA,Seattle Mariners,AL,1979,162,67,132,711,820,0.331,0.404,0.269,No,,844450,<1.5M
SFG,San Francisco Giants,NL,1979,162,71,125,672,751,0.319,0.365,0.246,No,,1483812,<1.5M
STL,St. Louis Cardinals,NL,1979,163,86,100,731,693,0.331,0.401,0.278,No,,1628406,1.5M–2M
TEX,Texas Rangers,AL,1979,162,83,140,750,698,0.334,0.409,0.278,No,,1519672,1.5M–2M
TOR,Toronto Blue Jays,AL,1979,162,53,95,613,862,0.311,0.363,0.251,No,,1431659,<1.5M
ATL,Atlanta Braves,NL,1978,162,69,123,600,750,0.315,0.363,0.244,No,,875902,<1.5M
BAL,Baltimore Orioles,AL,1978,161,90,154,659,633,0.326,0.396,0.258,No,,1033755,<1.5M
BOS,Boston Red Sox,AL,1978,163,99,172,796,657,0.336,0.424,0.267,No,,2320210,2M–2.5M
CAL,California Angels,AL,1978,162,87,108,691,666,0.33,0.37,0.259,No,,1755386,1.5M–2M
CHC,Chicago Cubs,NL,1978,162,79,72,664,724,0.331,0.361,0.264,No,,1495983,<1.5M
CHW,Chicago White Sox,AL,1978,161,71,106,634,731,0.317,0.379,0.264,No,,1491100,<1.5M
CIN,Cincinnati Reds,NL,1978,161,92,136,710,688,0.334,0.393,0.256,No,,2532497,2.5M–3M
CLE,Cleveland Indians,AL,1978,159,69,106,639,694,0.323,0.379,0.261,No,,807123,<1.5M
DET,Detroit Tigers,AL,1978,162,86,129,714,653,0.339,0.392,0.271,No,,1714843,1.5M–2M
HOU,Houston Astros,NL,1978,162,74,70,605,634,0.313,0.355,0.258,No,,1128233,<1.5M
KCR,Kansas City Royals,AL,1978,162,92,98,743,634,0.329,0.399,0.268,Yes,3.0,2255493,2M–2.5M
LAD,Los Angeles Dodgers,NL,1978,162,95,149,727,573,0.338,0.402,0.264,Yes,2.0,3347803,>3M
MIL,Milwaukee Brewers,AL,1978,162,93,173,804,650,0.339,0.432,0.276,No,,1581834,1.5M–2M
MIN,Minnesota Twins,AL,1978,162,73,82,666,678,0.339,0.375,0.267,No,,787880,<1.5M
MON,Montreal Expos,NL,1978,162,76,121,633,611,0.306,0.379,0.254,No,,1427181,<1.5M
NYM,New York Mets,NL,1978,162,66,86,607,690,0.314,0.352,0.245,No,,1007867,<1.5M
NYY,New York Yankees,AL,1978,163,100,125,735,582,0.329,0.388,0.267,Yes,1.0,2424399,2M–2.5M
OAK,Oakland Athletics,AL,1978,162,69,100,532,690,0.303,0.351,0.245,No,,527017,<1.5M
PHI,Philadelphia Phillies,NL,1978,162,90,133,708,586,0.328,0.388,0.258,Yes,3.0,2582409,2.5M–3M
PIT,Pittsburgh Pirates,NL,1978,161,88,115,684,637,0.32,0.385,0.257,No,,964106,<1.5M
SDP,San Diego Padres,NL,1978,162,84,75,591,598,0.321,0.348,0.252,No,,1669349,1.5M–2M
SEA,Seattle Mariners,AL,1978,160,56,97,614,834,0.314,0.359,0.248,No,,866906,<1.5M
SFG,San Francisco Giants,NL,1978,162,89,117,613,594,0.318,0.374,0.248,No,,1738855,1.5M–2M
STL,St. Louis Cardinals,NL,1978,162,69,79,600,657,0.303,0.358,0.249,No,,1278221,<1.5M
TEX,Texas Rangers,AL,1978,162,87,132,692,632,0.332,0.381,0.253,No,,1447963,<1.5M
TOR,Toronto Blue Jays,AL,1978,161,59,98,590,775,0.308,0.359,0.25,No,,1562509,1.5M–2M
ATL,Atlanta Braves,NL,1977,162,61,139,678,895,0.32,0.376,0.254,No,,871526,<1.5M
BAL,Baltimore Orioles,AL,1977,161,97,148,719,653,0.329,0.393,0.261,No,,1257033,<1.5M
BOS,Boston Red Sox,AL,1977,161,97,213,859,712,0.345,0.465,0.281,No,,2074549,2M–2.5M
CAL,California Angels,AL,1977,162,74,131,675,695,0.324,0.386,0.255,No,,1435133,<1.5M
CHC,Chicago Cubs,NL,1977,162,81,111,692,739,0.33,0.387,0.266,No,,1440753,<1.5M
CHW,Chicago White Sox,AL,1977,162,90,192,844,771,0.344,0.444,0.278,No,,1680296,1.5M–2M
CIN,Cincinnati Reds,NL,1977,162,88,181,802,725,0.345,0.436,0.274,No,,2526031,2.5M–3M
CLE,Cleveland Indians,AL,1977,161,71,100,676,739,0.334,0.38,0.269,No,,920869,<1.5M
DET,Detroit Tigers,AL,1977,162,74,166,714,751,0.318,0.41,0.264,No,,1410065,<1.5M
HOU,Houston Astros,NL,1977,162,81,114,680,650,0.32,0.385,0.254,No,,1099580,<1.5M
KCR,Kansas City Royals,AL,1977,162,102,146,822,651,0.34,0.436,0.277,Yes,3.0,1889574,1.5M–2M
LAD,Los Angeles Dodgers,NL,1977,162,98,191,769,582,0.336,0.418,0.266,Yes,2.0,2945087,2.5M–3M
MIL,Milwaukee Brewers,AL,1977,162,67,125,639,765,0.314,0.389,0.258,No,,1141774,<1.5M
MIN,Minnesota Twins,AL,1977,161,84,123,867,776,0.348,0.417,0.282,No,,1162727,<1.5M
MON,Montreal Expos,NL,1977,162,75,138,665,736,0.318,0.402,0.26,No,,1437190,<1.5M
NYM,New York Mets,NL,1977,162,64,88,587,663,0.313,0.346,0.244,No,,1062782,<1.5M
NYY,New York Yankees,AL,1977,162,100,184,831,651,0.344,0.444,0.281,Yes,1.0,2316023,2M–2.5M
OAK,Oakland Athletics,AL,1977,161,63,117,605,749,0.308,0.352,0.24,No,,504765,<1.5M
PHI,Philadelphia Phillies,NL,1977,162,101,186,847,668,0.346,0.448,0.279,Yes,3.0,2699750,2.5M–3M
PIT,Pittsburgh Pirates,NL,1977,162,96,133,734,665,0.331,0.413,0.274,No,,1237359,<1.5M
SDP,San Diego Padres,NL,1977,162,69,120,692,834,0.324,0.375,0.249,No,,1375269,<1.5M
SEA,Seattle Mariners,AL,1977,162,64,133,624,855,0.312,0.381,0.256,No,,1350601,<1.5M
SFG,San Francisco Giants,NL,1977,162,75,134,673,711,0.323,0.383,0.253,No,,696654,<1.5M
STL,St. Louis Cardinals,NL,1977,162,83,96,737,688,0.33,0.388,0.27,No,,1658282,1.5M–2M
TEX,Texas Rangers,AL,1977,162,94,135,767,657,0.342,0.405,0.27,No,,1274962,<1.5M
TOR,Toronto Blue Jays,AL,1977,161,54,100,605,822,0.316,0.365,0.252,No,,1794651,1.5M–2M
ATL,Atlanta Braves,NL,1976,162,70,82,620,700,0.32,0.334,0.245,No,,817947,<1.5M
BAL,Baltimore Orioles,AL,1976,162,88,119,619,598,0.31,0.358,0.243,No,,1058792,<1.5M
BOS,Boston Red Sox,AL,1976,162,83,134,716,660,0.324,0.402,0.263,No,,1895885,1.5M–2M
CAL,California Angels,AL,1976,162,76,63,550,631,0.306,0.318,0.235,No,,1006774,<1.5M
CHC,Chicago Cubs,NL,1976,162,75,105,611,728,0.313,0.356,0.251,No,,1026785,<1.5M
CHW,Chicago White Sox,AL,1976,161,64,73,586,745,0.314,0.349,0.255,No,,914942,<1.5M
CIN,Cincinnati Reds,NL,1976,162,102,141,857,633,0.357,0.424,0.28,Yes,1.0,2629708,2.5M–3M
CLE,Cleveland Indians,AL,1976,159,81,85,615,615,0.321,0.359,0.263,No,,949821,<1.5M
DET,Detroit Tigers,AL,1976,161,74,101,609,709,0.315,0.365,0.257,No,,1471533,<1.5M
HOU,Houston Astros,NL,1976,162,80,66,625,657,0.322,0.347,0.256,No,,886622,<1.5M
KCR,Kansas City Royals,AL,1976,162,90,65,713,611,0.327,0.371,0.269,Yes,3.0,1679160,1.5M–2M
LAD,Los Angeles Dodgers,NL,1976,162,92,91,608,543,0.313,0.349,0.251,No,,2386301,2M–2.5M
MIL,Milwaukee Brewers,AL,1976,161,66,88,570,655,0.311,0.34,0.246,No,,1011399,<1.5M
MIN,Minnesota Twins,AL,1976,162,85,81,743,704,0.341,0.375,0.274,No,,715394,<1.5M
MON,Montreal Expos,NL,1976,162,55,94,531,734,0.291,0.34,0.235,No,,646698,<1.5M
NYM,New York Mets,NL,1976,162,86,102,615,538,0.319,0.352,0.246,No,,1470364,<1.5M
NYY,New York Yankees,AL,1976,159,97,120,730,575,0.328,0.389,0.269,Yes,2.0,2017932,2M–2.5M
OAK,Oakland Athletics,AL,1976,161,87,113,686,598,0.323,0.361,0.246,No,,780945,<1.5M
PHI,Philadelphia Phillies,NL,1976,162,101,110,770,557,0.338,0.395,0.272,Yes,3.0,2480016,2M–2.5M
PIT,Pittsburgh Pirates,NL,1976,162,92,110,708,630,0.321,0.391,0.267,No,,1025952,<1.5M
SDP,San Diego Padres,NL,1976,162,73,64,570,662,0.31,0.337,0.247,No,,1458478,<1.5M
SFG,San Francisco Giants,NL,1976,162,74,85,595,686,0.312,0.345,0.246,No,,625382,<1.5M
STL,St. Louis Cardinals,NL,1976,162,72,63,629,671,0.323,0.359,0.26,No,,1200323,<1.5M
TEX,Texas Rangers,AL,1976,162,76,80,616,652,0.321,0.341,0.25,No,,1161682,<1.5M
ATL,Atlanta Braves,NL,1975,161,67,107,583,739,0.313,0.346,0.244,No,,534552,<1.5M
BAL,Baltimore Orioles,AL,1975,159,90,124,682,553,0.326,0.373,0.252,No,,1002125,<1.5M
BOS,Boston Red Sox,AL,1975,160,95,134,796,709,0.344,0.417,0.275,Yes,2.0,1748518,1.5M–2M
CAL,California Angels,AL,1975,161,72,55,628,723,0.322,0.328,0.246,No,,1058103,<1.5M
CHC,Chicago Cubs,NL,1975,162,75,95,712,827,0.338,0.368,0.259,No,,1034819,<1.5M
CHW,Chicago White Sox,AL,1975,161,75,94,655,703,0.331,0.358,0.255,No,,770802,<1.5M
CIN,Cincinnati Reds,NL,1975,162,108,124,840,586,0.353,0.401,0.271,Yes,1.0,2315603,2M–2.5M
CLE,Cleveland Indians,AL,1975,159,79,153,688,703,0.327,0.392,0.261,No,,977056,<1.5M
DET,Detroit Tigers,AL,1975,159,57,125,570,786,0.301,0.366,0.249,No,,1038439,<1.5M
HOU,Houston Astros,NL,1975,162,64,84,664,711,0.32,0.359,0.254,No,,857444,<1.5M
KCR,Kansas City Royals,AL,1975,162,91,118,710,649,0.333,0.394,0.261,No,,1151805,<1.5M
LAD,Los Angeles Dodgers,NL,1975,162,88,118,648,534,0.325,0.365,0.248,No,,2552103,2.5M–3M
MIL,Milwaukee Brewers,AL,1975,162,68,146,675,792,0.32,0.389,0.25,No,,1213363,<1.5M
MIN,Minnesota Twins,AL,1975,159,76,121,724,736,0.341,0.386,0.271,No,,737156,<1.5M
MON,Montreal Expos,NL,1975,162,75,98,601,690,0.317,0.348,0.244,No,,908202,<1.5M
NYM,New York Mets,NL,1975,162,82,101,646,625,0.319,0.361,0.256,No,,1730766,1.5M–2M
NYY,New York Yankees,AL,1975,160,83,110,681,588,0.325,0.382,0.264,No,,1288046,<1.5M
OAK,Oakland Athletics,AL,1975,162,98,151,758,606,0.333,0.391,0.254,Yes,3.0,1077597,<1.5M
PHI,Philadelphia Phillies,NL,1975,162,86,125,735,694,0.342,0.402,0.269,No,,1908969,1.5M–2M
PIT,Pittsburgh Pirates,NL,1975,161,92,138,712,565,0.323,0.402,0.263,Yes,3.0,1270013,<1.5M
SDP,San Diego Padres,NL,1975,162,71,78,552,683,0.31,0.335,0.244,No,,1281747,<1.5M
SFG,San Francisco Giants,NL,1975,161,80,84,659,671,0.333,0.365,0.259,No,,522902,<1.5M
STL,St. Louis Cardinals,NL,1975,163,82,81,662,689,0.327,0.375,0.273,No,,1695034,1.5M–2M
TEX,Texas Rangers,AL,1975,162,79,134,714,733,0.33,0.371,0.256,No,,1127663,<1.5M
ATL,Atlanta Braves,NL,1974,163,88,120,661,563,0.319,0.363,0.249,No,,981083,<1.5M
BAL,Baltimore Orioles,AL,1974,162,91,116,659,612,0.322,0.37,0.256,Yes,3.0,962620,<1.5M
BOS,Boston Red Sox,AL,1974,162,84,109,696,661,0.333,0.377,0.264,No,,1558391,1.5M–2M
CAL,California Angels,AL,1974,163,68,95,618,657,0.321,0.356,0.254,No,,905399,<1.5M
CHC,Chicago Cubs,NL,1974,162,66,110,669,826,0.327,0.365,0.251,No,,1015378,<1.5M
CHW,Chicago White Sox,AL,1974,163,80,135,684,721,0.33,0.389,0.268,No,,1166453,<1.5M
CIN,Cincinnati Reds,NL,1974,163,98,135,776,631,0.343,0.394,0.26,No,,2134250,2M–2.5M
CLE,Cleveland Indians,AL,1974,162,77,131,662,694,0.311,0.37,0.255,No,,1111450,<1.5M
DET,Detroit Tigers,AL,1974,162,72,131,620,768,0.303,0.366,0.247,No,,1245346,<1.5M
HOU,Houston Astros,NL,1974,162,81,110,653,632,0.322,0.378,0.263,No,,1093105,<1.5M
KCR,Kansas City Royals,AL,1974,162,77,89,667,662,0.327,0.364,0.259,No,,1174292,<1.5M
LAD,Los Angeles Dodgers,NL,1974,162,102,139,798,561,0.342,0.401,0.272,Yes,2.0,2629474,2.5M–3M
MIL,Milwaukee Brewers,AL,1974,162,76,120,647,660,0.309,0.369,0.244,No,,938822,<1.5M
MIN,Minnesota Twins,AL,1974,163,82,111,673,669,0.336,0.378,0.272,No,,667511,<1.5M
MON,Montreal Expos,NL,1974,161,79,86,662,657,0.335,0.35,0.254,No,,1019132,<1.5M
NYM,New York Mets,NL,1974,162,71,96,572,646,0.311,0.329,0.235,No,,1727328,1.5M–2M
NYY,New York Yankees,AL,1974,162,89,101,671,623,0.324,0.368,0.263,No,,1290480,<1.5M
OAK,Oakland Athletics,AL,1974,162,90,132,689,551,0.321,0.373,0.247,Yes,1.0,836662,<1.5M
PHI,Philadelphia Phillies,NL,1974,162,80,95,676,701,0.32,0.373,0.261,No,,1792067,1.5M–2M
